province,station_name,icao,iata,synop,latitude,longitude,elevation_m,metar,nexrad,aviation,upper_air,country
PE,SUMMERSIDE (AUTO,CWSD,,,46 25,063 51W,24,Yes,No,Yes,No,CA
PE,SUMMERSIDE(CAN M,CYSU,YSU,7170,46 25,063 49W,24,No,No,Yes,No,CA
PE,HARRINGTON CDA,CAHR,,7135,46 21,063 10W,53,Yes,No,Yes,No,CA
QC,AMQUI,CWZS,WZS,7138,48 28,067 26W,166,Yes,No,Yes,No,CA
QC,AKULIVIK AIRPORT,CYKO,YKO,,60 49,078 09W,9,Yes,No,Yes,No,CA
QC,AUPALUK,CYLA,YLA,,59 17,069 35W,35,Yes,No,Yes,No,CA
QC,BAGOTVILLE(CAN M,CYBG,YBG,7172,48 20,070 59W,159,Yes,No,Yes,No,CA
QC,BAIE COMEAU AIRP,CYBC,YBC,7118,49 07,068 12W,22,Yes,No,Yes,No,CA
QC,BARRAGE ANGLIERS,CWRC,WRC,7182,47 33,079 14W,266,Yes,No,Yes,No,CA
QC,BEAUCEVILLE,CWHV,WHV,7132,46 12,070 46W,229,Yes,No,Yes,No,CA
QC,BEAUPORT,CXBO,XBO,7157,46 50,071 12W,100,Yes,No,Yes,No,CA
QC,BLANC SABLON ARP,CYBX,YBX,7180,51 27,057 10W,35,Yes,No,Yes,No,CA
QC,BONNARD(AUTO),CWKD,WKD,7138,50 44,071 01W,497,Yes,No,Yes,No,CA
QC,BORDER (MAPS),CWTB,WTB,7190,55 19,063 13W,479,Yes,No,Yes,No,CA
QC,CAP CHAT (MAPS),CWSG,WSG,7142,49 07,066 39W,5,Yes,No,Yes,No,CA
QC,CAP D'ESPOIR (MA,CWRZ,WRZ,7142,48 25,064 19W,16,Yes,No,Yes,No,CA
QC,CAP MADELEINE(MA,CWSF,WSF,7142,49 15,065 19W,29,Yes,No,Yes,No,CA
QC,CAP TOURMENTE,CWTN,WTN,7138,47 04,070 47W,6,Yes,No,Yes,No,CA
QC,CHAMOUCHOUANE AU,CWEE,WEE,7152,49 16,073 20W,305,Yes,No,Yes,No,CA
QC,CHAPAIS,CWUK,,7182,49 49,074 59W,381,Yes,No,Yes,No,CA
QC,CHARLEVOIX (MRX),CWIS,WIS,7131,47 17,070 38W,719,Yes,No,Yes,No,CA
QC,CHARLEVOIX AIRPO,CYML,YML,,47 36,070 13W,298,No,No,Yes,No,CA
QC,CHATHAM BROWNBRG,CMBB,,,45 37,074 25W,75,Yes,No,Yes,No,CA
QC,CHEVERY (MARS),CWDM,WDM,7181,50 28,059 37W,6,Yes,No,Yes,No,CA
QC,CHIBOUGAMAU CHAP,CYMT,YMT,7182,49 46,074 31W,387,Yes,No,Yes,No,CA
QC,CHUTE DES PASSES,CWDT,WDT,7152,49 53,071 15W,399,Yes,No,Yes,No,CA
QC,DESCHAMBAULTS,CWHQ,WHQ,7138,46 41,071 58W,55,Yes,No,Yes,No,CA
QC,EASTMAIN RIVER A,CZEM,ZEM,,52 13,078 31W,7,Yes,No,Yes,No,CA
QC,FRELIGHSBURG,CWFQ,WFQ,7137,45 02,072 49W,152,Yes,No,Yes,No,CA
QC,GASPE AIRPORT,CYGP,YGP,7118,48 46,064 28W,33,Yes,No,Yes,No,CA
QC,GATINEAU AIRPORT,CYND,YND,,45 31,075 34W,64,Yes,No,Yes,No,CA
QC,HARRINGTON,CMHN,,,45 48,074 39W,168,Yes,No,Yes,No,CA
QC,HAVRE ST PIERRE,CYGV,YGV,7131,50 16,063 37W,33,Yes,No,Yes,No,CA
QC,HEATH POINT (MAP,CWHP,,7142,49 04,061 42W,4,Yes,No,Yes,No,CA
QC,HIGH FALLS CS (A,CXHF,XHF,7139,45 50,075 39W,190,Yes,No,Yes,No,CA
QC,ICE AUX GRUES,CWIG,WIG,,47 04,070 32W,18,Yes,No,Yes,No,CA
QC,ICE AUX PERROQUE,CWQR,WQR,7137,50 13,064 13W,9,Yes,No,Yes,No,CA
QC,ILE BICQUETTE,CWQO,WQO,7138,48 25,068 54W,1,Yes,No,Yes,No,CA
QC,ILE CHARRON,CWVZ,WVZ,,45 35,073 30W,12,Yes,No,Yes,No,CA
QC,ILE D'ORLEANS(AU,CWER,WER,7142,47 00,070 49W,5,Yes,No,Yes,No,CA
QC,ILE ROUGE(MAPS),CWAF,WAF,7142,48 04,069 32W,5,Yes,No,Yes,No,CA
QC,ILES DE LA MADEL,CYGR,YGR,7170,47 25,061 46W,10,Yes,No,Yes,No,CA
QC,ILES-DE-LA-MADEL,CWGR,WGR,7171,47 25,061 48W,60,Yes,No,Yes,No,CA
QC,INUKJUAK,CYPH,YPH,7130,58 28,078 05W,25,Yes,No,Yes,Yes,CA
QC,IVUJIVIK ARPT(SA,CYIK,YIK,,62 25,077 56W,42,Yes,No,Yes,No,CA
QC,JONQUIERE(AUTO),CWJO,WJO,7161,48 26,071 09W,133,Yes,No,Yes,No,CA
QC,KANGIKSUALUJJUAQ,CYLU,YLU,,58 43,065 58W,60,Yes,No,Yes,No,CA
QC,KANGIQSUJUAQ(SAW,CYKG,YKG,,61 34,071 55W,151,Yes,No,Yes,No,CA
QC,KANGIRSUK (SAWR),CYAS,YAS,,60 01,070 00W,117,Yes,No,Yes,No,CA
QC,KUUJJUAQ AIRPORT,CYVP,YVP,7190,58 07,068 25W,60,Yes,No,Yes,Yes,CA
QC,KUUJJUARAPIK ARP,CYGW,YGW,7190,55 16,077 46W,12,Yes,No,Yes,No,CA
QC,L'ACADIE,CWIZ,WIZ,7137,45 17,073 20W,45,Yes,No,Yes,No,CA
QC,L'ASSOMPTION,CWEW,WEW,7152,45 49,073 26W,21,Yes,No,Yes,No,CA
QC,LA BAIE,CWUX,WUX,7138,48 18,070 56W,135,Yes,No,Yes,No,CA
QC,LA GRANDE III(SA,CYAD,YAD,,53 34,076 12W,233,Yes,No,Yes,No,CA
QC,LA GRANDE IV ARP,CYAH,YAH,7182,53 45,073 40W,306,Yes,No,Yes,Yes,CA
QC,LA GRANDE RIVIER,CYGL,YGL,7182,53 37,077 42W,195,Yes,No,Yes,No,CA
QC,LA POCATIERE,CWST,,7171,47 21,070 01W,31,Yes,No,Yes,No,CA
QC,LA TUQUE,CWDQ,WDQ,7137,47 25,072 47W,169,Yes,No,Yes,No,CA
QC,LAC EON (MAPS),CWEO,WEO,7142,51 52,063 16W,561,Yes,No,Yes,No,CA
QC,LAC MEMPHREMAGOG,CWTT,WTT,,45 16,072 10W,209,Yes,No,Yes,No,CA
QC,LAC ST PIERRE (A,CWBS,WBS,7119,46 11,072 55W,16,Yes,No,Yes,No,CA
QC,LATERRIERE,CXLT,,7104,48 18,071 08W,162,Yes,No,Yes,No,CA
QC,LAUZON,CWLU,WLU,,46 50,071 10W,20,Yes,No,Yes,No,CA
QC,LENNOXVILLE,CWQH,WQH,7161,45 22,071 49W,181,Yes,No,Yes,No,CA
QC,LOCHABER,CMHB,,,45 38,075 12W,105,Yes,No,Yes,No,CA
QC,LONGUE PT DE MON,CWBT,WBT,7151,50 16,064 14W,11,Yes,No,Yes,No,CA
QC,MANIWAKI,CWMJ,WMJ,7172,46 16,076 00W,200,Yes,No,Yes,No,CA
QC,MANIWAKI,CWMW,WMW,7172,46 22,075 58W,170,Yes,No,Yes,No,CA
QC,MATAGAMI AIRPORT,CYNM,YNM,7182,49 46,077 49W,281,Yes,No,Yes,No,CA
QC,MCGILL RADAR,CWMN,,,45 25,073 56W,63,Yes,No,Yes,No,CA
QC,MC TAVISH (AUT),CWTA,WTA,7161,45 30,073 35W,63,Yes,No,Yes,No,CA
QC,MISTOOK (AUT),CWIX,WIX,7138,48 36,071 43W,113,Yes,No,Yes,No,CA
QC,MONT JOLI AIRPOR,CYYY,YYY,7171,48 36,068 13W,52,Yes,No,Yes,No,CA
QC,MONT ORFORD,CWHY,WHY,7161,45 19,072 15W,851,Yes,No,Yes,No,CA
QC,MONTREAL EST,CWPQ,WPQ,7167,45 38,073 30W,6,Yes,No,Yes,No,CA
QC,MONTREAL/DORVAL,CYUL,YUL,7162,45 28,073 44W,36,Yes,No,Yes,No,CA
QC,MONTREAL/DORVAL,CWTQ,,7118,45 28,073 45W,32,Yes,No,Yes,No,CA
QC,MONTREAL/MIRABEL,CYMX,YMX,7162,45 40,074 01W,82,Yes,No,Yes,No,CA
QC,NATASHQUAN AIRP,CYNA,YNA,7181,50 10,061 49W,11,Yes,No,Yes,No,CA
QC,NEMISCAU ARPT(SA,CYHH,YHH,,51 42,076 07W,244,Yes,No,Yes,No,CA
QC,NEW CARLISLE1,CWOC,WOC,7161,48 01,065 19W,47,Yes,No,Yes,No,CA
QC,NICOLET (AUTOB),CWNQ,WNQ,7172,46 13,072 39W,10,Yes,No,Yes,No,CA
QC,NORMANDIN,CWOD,WOD,7137,48 51,072 33W,137,Yes,No,Yes,No,CA
QC,ONATCHIWAY,CWXC,WXC,7138,48 53,071 02W,300,Yes,No,Yes,No,CA
QC,PARC DES LAURENT,CWPD,WPD,7138,47 34,071 13W,803,Yes,No,Yes,No,CA
QC,PARENT (MARS),CWPK,WPK,7172,47 55,074 37W,442,Yes,No,Yes,No,CA
QC,POINTE DES MONTS,CWTG,WTG,7142,49 19,067 22W,5,Yes,No,Yes,No,CA
QC,POINTE NOIRES CS,CWIP,WIP,7139,50 10,066 26W,25,Yes,No,Yes,No,CA
QC,PORT MENIER (MAR,CWBY,WBY,7181,49 49,064 17W,53,Yes,No,Yes,No,CA
QC,PUVIRGNITUQ,CYPX,YPX,,60 02,077 16W,23,Yes,No,Yes,No,CA
QC,POINTE CLAVEAU,CWQV,WQV,7118,48 16,070 07W,1,Yes,No,Yes,No,CA
QC,QUAQTAQ AIRPORT,CYHA,YQC,7190,61 02,069 37W,30,Yes,No,Yes,No,CA
QC,QUEBEC,CYQB,YQB,7171,46 47,071 22W,73,Yes,No,Yes,No,CA
QC,RAWDON,CMWD,,,46 01,073 49W,210,Yes,No,Yes,No,CA
QC,RIVIERE DU LOUP,CWNH,,7171,47 47,069 32W,148,Yes,No,Yes,No,CA
QC,ROBERVAL AIRPORT,CYRJ,YRJ,7172,48 31,072 16W,179,Yes,No,Yes,No,CA
QC,ROUYN AIRPORT,CYUY,YUY,,48 12,078 49W,301,Yes,No,Yes,No,CA
QC,SAINT HUBERT ARP,CYHU,YHU,7137,45 31,073 25W,27,Yes,No,Yes,No,CA
QC,SAINT LOUIS,CMLI,,,45 52,073 00W,31,Yes,No,Yes,No,CA
QC,SALLIUT ARPT (SA,CYZG,YZG,,62 10,075 40W,226,Yes,No,Yes,No,CA
QC,SCHEFFERVILLE AR,CYKL,YKL,7182,54 47,066 49W,521,Yes,No,Yes,No,CA
QC,SEPT ILES AIRPOR,CYZV,YZV,7181,50 13,066 16W,55,Yes,No,Yes,Yes,CA
QC,SEPT ILES,CXZV,,,50 13,066 15W,52,Yes,No,Yes,No,CA
QC,SHAWINIGAN,CXSH,XSH,7137,46 35,072 44W,110,Yes,No,Yes,No,CA
QC,SHERBROOKE,CYSC,YSC,7161,45 26,071 41W,241,Yes,No,Yes,No,CA
QC,ST ANICET,CWBZ,WBZ,7171,45 07,074 16W,49,Yes,No,Yes,No,CA
QC,ST FOY/U LAVAL,CWJB,WJB,7139,46 47,071 16W,91,Yes,No,Yes,No,CA
QC,ST GEDEON,CWIU,WIU,,48 29,071 47W,103,Yes,No,Yes,No,CA
QC,ST HENRI,CWIA,WIA,,48 39,071 51W,103,Yes,No,Yes,No,CA
QC,ST JOVITE (AUTOB,CWJT,WJT,7137,46 04,074 34W,239,Yes,No,Yes,No,CA
QC,ST CLOTHILDE (A,CWIT,WIT,7161,45 10,073 40W,52,Yes,No,Yes,No,CA
QC,STE ANNE DE BELL,CWVQ,WVQ,7137,45 25,073 55W,39,Yes,No,Yes,No,CA
QC,TASIUJAQ A,CYTQ,YTQ,,58 40,069 57W,31,Yes,No,Yes,No,CA
QC,TEMISCAMINQUE,CWBA,,7173,46 43,079 06W,181,Yes,No,Yes,No,CA
QC,TROIS RIVIERES,CWTY,WTY,7172,46 21,072 31W,6,Yes,No,Yes,No,CA
QC,TROIS RIVIERES,CYRQ,,,46 21,072 41W,61,Yes,No,Yes,No,CA
QC,UMIUJAQ,CYMU,YMU,,56 31,076 31W,71,Yes,No,Yes,No,CA
QC,VAL D'OR AIRPORT,CYVO,YVO,7172,48 04,077 46W,337,Yes,No,Yes,No,CA
QC,VALCARTIER AIRPO,CYOY,YOY,7171,46 53,071 30W,168,Yes,No,Yes,No,CA
QC,VARENNES,CWHM,WHM,7118,45 43,073 22W,192,Yes,No,Yes,No,CA
QC,VILLEROY RADAR,CWVY,WVY,7161,46 27,071 55W,108,Yes,No,Yes,No,CA
QC,WASKAGANISH AIRP,CYKQ,YKQ,,51 28,078 45W,23,Yes,No,Yes,No,CA
QC,WEMINDJI,CYNC,YNC,,53 01,078 49W,14,Yes,No,Yes,No,CA
QC,INUKJUAK,CWPH,WPH,,58 27,078 07W,253,No,No,Yes,No,CA
QC,VALCARTIER,CWQG,WQG,7115,46 53,071 30W,168,No,No,Yes,No,CA
QC,VAL D IRENE RADR,CXAM,,,48 29,067 36W,583,Yes,No,Yes,No,CA
QC,BEAUHARNOS,CMBR,,,45 19,073 55W,22,Yes,No,Yes,No,CA
QC,ST CONSTANT,CMCT,,,45 20,073 35W,39,Yes,No,Yes,No,CA
QC,COVEY HILL,CMCW,,,45 01,073 52W,262,Yes,No,Yes,No,CA
QC,FORET MONTMORENC,CMFM,,7121,47 19,071 09W,672,Yes,No,Yes,No,CA
QC,GRANBY,CMGB,,,45 22,072 46W,86,Yes,No,Yes,No,CA
QC,HOWICK,CMHW,,,45 10,073 52W,42,Yes,No,Yes,No,CA
QC,L ARTIFICE,CMLA,,,45 04,073 50W,61,Yes,No,Yes,No,CA
QC,PIEDMONT,CMPD,,,45 53,074 06W,175,Yes,No,Yes,No,CA
QC,S POLYCARPE71306,CMPL,,,45 18,074 18W,56,No,No,Yes,No,CA
QC,ROUGEMONT,CMRG,,,45 25,073 03W,54,Yes,No,Yes,No,CA
QC,RIGAUD,CMRI,,7130,45 29,074 18W,30,Yes,No,Yes,No,CA
QC,RUSSELTOWN,CMRU,,,45 03,073 48W,65,Yes,No,Yes,No,CA
QC,RUISSEAU CRANB,CMRY,,,45 07,073 41W,59,Yes,No,Yes,No,CA
QC,ST SABINE,CMSB,,,45 13,073 01W,49,Yes,No,Yes,No,CA
QC,ST CELESTIN,CMSC,,,46 12,072 27W,55,Yes,No,Yes,No,CA
QC,ST M-D-NAPIERVIL,CMSX,,,45 11,073 37W,59,Yes,No,Yes,No,CA
QC,ST CHRYSOSTOME,CMYT,,,45 08,073 46W,55,Yes,No,Yes,No,CA
SK,ASSINIBOIA ARPT,CWJI,WJI,7148,49 43,105 55W,724,Yes,No,Yes,No,CA
SK,BROADVIEW,CWIK,WIK,7186,50 22,102 35W,602,Yes,No,Yes,No,CA
SK,BRATTS LAKE,CXBK,XBK,7156,50 12,104 42W,580,Yes,No,Yes,No,CA
SK,BROADVIEW CS,CWXU,,7173,50 23,102 41W,600,Yes,No,Yes,No,CA
SK,BUFFALO NARROWS,CWVT,WVT,7107,55 49,108 25W,434,Yes,No,Yes,No,CA
SK,BUFFALO NARROWS,CYVT,YVT,,55 49,108 25W,434,Yes,No,Yes,No,CA
SK,CANDLE LAKE,CWLZ,WLZ,7114,53 44,105 16W,503,No,No,Yes,No,CA
SK,CLUFF LAKE,CXXX,,7107,58 23,109 31W,339,Yes,No,Yes,No,CA
SK,CORONACH SPC,CWAQ,WAQ,7151,49 03,105 29W,756,Yes,No,Yes,No,CA
SK,CYPRESS HILLS PA,CWVP,WVP,7113,49 38,109 31W,271,Yes,No,Yes,No,CA
SK,EASTEND CYPRESS,CWEH,WEH,7113,49 25,108 58W,078,Yes,No,Yes,No,CA
SK,ELBOW (MARS),CWOK,WOK,7145,51 07,106 34W,595,Yes,No,Yes,No,CA
SK,ESTEVAN AIRPORT,CYEN,YEN,7186,49 13,102 58W,581,Yes,No,Yes,No,CA
SK,HUDSON BAY,CYHB,YHB,7186,52 49,102 19W,358,Yes,No,Yes,No,CA
SK,INDIAN HEAD CDA,CWBD,WBD,7119,50 33,103 39W,582,Yes,No,Yes,No,CA
SK,JIMMY LAKE,CWHN,WHN,,54 53,109 58W,636,Yes,No,Yes,No,CA
SK,KEY LAKE,CYKJ,YKJ,7148,57 15,105 37W,509,Yes,No,Yes,No,CA
SK,KINDERSLEY,CYKY,YKY,7112,51 31,109 10W,694,Yes,No,Yes,No,CA
SK,LA RONGE AIRPORT,CYVC,YVC,7192,55 09,105 16W,379,Yes,No,Yes,No,CA
SK,LA RONGE AIRPORT,CXOX,XOX,7158,55 09,105 16W,379,Yes,No,Yes,No,CA
SK,LEADER ARPT (AUT,CWJX,WJX,7145,50 53,109 30W,672,Yes,No,Yes,No,CA
SK,LUCKY LAKE (AUTO,CWLE,WLE,7145,50 57,107 09W,665,Yes,No,Yes,No,CA
SK,MAPLECREEK (AUTO,CWMQ,WMQ,7145,49 54,109 28W,767,Yes,No,Yes,No,CA
SK,MEADOW LAKE AIRP,CYLJ,YLJ,7112,54 07,108 31W,480,Yes,No,Yes,No,CA
SK,MELFORT (AUTOB),CWFF,WFF,7145,52 49,104 35W,490,Yes,No,Yes,No,CA
SK,MOOSE JAW (CAN M,CYMJ,YMJ,7186,50 19,105 32W,577,Yes,No,Yes,No,CA
SK,MOOSE JAW,CZMJ,,,50 20,105 34W,577,Yes,No,Yes,No,CA
SK,NIPAWIN AIRPORT,CYBU,YBU,7113,53 19,104 00W,374,Yes,No,Yes,No,CA
SK,NIPAWIN,CWBU,,,53 20,104 01W,373,Yes,No,Yes,No,CA
SK,NORTH BATTLEFORD,CYQW,YQW,7187,52 46,108 15W,548,Yes,No,Yes,No,CA
SK,PRINCE ALBERT AR,CYPA,YPA,7186,53 13,105 40W,428,Yes,No,Yes,No,CA
SK,REGINA AIRPORT,CYQR,YQR,7186,50 26,104 40W,577,Yes,No,Yes,No,CA
SK,REGINA UNIVERSIT,CWDJ,WDJ,7151,50 24,104 35W,573,Yes,No,Yes,No,CA
SK,ROCKGLEN (MARS),CWKO,WKO,7113,49 10,105 58W,917,Yes,No,Yes,No,CA
SK,ROSETOWN EAST (A,CWRJ,WRJ,7151,51 34,107 55W,586,Yes,No,Yes,No,CA
SK,SASKATOON AIRPOR,CYXE,YXE,7186,52 10,106 42W,504,Yes,No,Yes,Yes,CA
SK,SOUTHEND (AUTOB),CWJH,WJH,7145,56 19,103 16W,344,Yes,No,Yes,No,CA
SK,SPIRITWOOD WEST,CWSR,WSR,7113,53 22,107 32W,584,Yes,No,Yes,No,CA
SK,STONY RAPIDS ARP,CYSF,YSF,7113,59 15,105 49W,250,Yes,No,Yes,No,CA
SK,SWIFT CURREN,CYYN,YYN,7187,50 16,107 40W,818,Yes,No,Yes,No,CA
SK,URANIUM CITY(MAR,CWDC,WDC,7107,59 34,108 28W,318,Yes,No,Yes,No,CA
SK,VAL MARIE SE(AUT,CWVN,WVN,7113,49 04,107 34W,785,Yes,No,Yes,No,CA
SK,WATROUS EAST (AU,CWIW,WIW,7151,51 40,105 24W,526,Yes,No,Yes,No,CA
SK,WEYBURN (AUTOB),CWWF,WWF,7145,49 42,103 48W,589,Yes,No,Yes,No,CA
SK,WYNYARD (AUT),CWOY,WOY,7186,51 46,104 12W,560,Yes,No,Yes,No,CA
SK,YORKTON AIRPORT,CYQV,YQV,7129,51 16,102 28W,498,Yes,No,Yes,No,CA
SK,WALDRON VOR,CYDR,YDR,,50 22,102 32W,615,No,No,Yes,No,CA
SK,CANADA ARTCC,CZFD,ZFD,,59 19,107 11W,131,No,No,Yes,No,CA
YT,BEAVER CREEK ARP,CYXQ,YXQ,,62 25,140 52W,649,Yes,No,Yes,No,CA
YT,BURWASH,CYDB,YDB,7196,61 22,139 03W,801,Yes,No,Yes,No,CA
YT,CARMACKS,CXCK,XCK,7103,62 07,136 12W,540,Yes,No,Yes,No,CA
YT,DAWSON AIRPORT,CYDA,YDA,7196,64 02,139 07W,369,Yes,No,Yes,No,CA
YT,FARO (MARS),CWUM,WUM,7194,62 13,133 20W,717,Yes,No,Yes,No,CA
YT,FARO APT ARTCC,CZFA,ZFA,,62 12,133 22W,717,Yes,No,Yes,No,CA
YT,HAINES JUNCTION,CWHT,WHT,7150,60 46,137 35W,599,Yes,No,Yes,No,CA
YT,HERSCHEL ISLAND,CWJN,,7150,69 34,138 55W,1,Yes,No,Yes,No,CA
YT,KOMAKUK BEACH,CWKM,WKM,7104,69 36,140 10W,13,Yes,No,Yes,No,CA
YT,MARGARET LAKE,CWZR,,7197,68 48,140 51W,543,Yes,No,Yes,No,CA
YT,MAYO AIRPORT,CYMA,,7196,63 37,135 52W,504,Yes,No,Yes,No,CA
YT,OLD CROW AIRPORT,CYOC,YOC,,67 34,139 49W,251,Yes,No,Yes,No,CA
YT,SHINGLE POINT AR,CYUA,YUA,7196,68 57,137 17W,38,Yes,No,Yes,No,CA
YT,STORM HILLS,CWVH,WVH,7105,68 54,133 56W,261,Yes,No,Yes,No,CA
YT,TESLIN (MARS),CWZW,WZW,,60 10,132 44W,705,Yes,No,Yes,No,CA
YT,TESLIN ARPT (AUT,CYZW,YZW,7104,60 10,132 45W,705,Yes,No,Yes,No,CA
YT,WATSON LAKE AIRP,CYQH,YQH,7195,60 07,128 49W,690,Yes,No,Yes,No,CA
YT,WATSON LAKE,CXQH,,7119,60 07,128 49W,690,Yes,No,Yes,No,CA
YT,WHITEHORSE AIRPO,CYXY,YXY,7196,60 43,135 04W,703,Yes,No,Yes,Yes,CA
